ind_id,ind_definition,reportyear,race_eth_code,race_eth_name,geotype,geotypevalue,geoname,subregion,county_fips,region_name,region_code,numerator,denominator,ratex1000,LL_95CI,UL_95CI,se,rse,CA_decile,RR_city2state,version,,lat,long
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,69000,Santa Ana,orange,6059,Southern California,14,1998,343433,5.81772864,5.562627858,6.072829422,0.13015346,2.237186851,3,1.09,14APR13:11:23:30,,33.7879,-117.8531
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,70686,Seal Beach,orange,6059,Southern California,14,35,24514,1.427755568,0.954739481,1.900771656,0.241334739,16.9030851,9,0.27,14APR13:11:23:30,,33.7879,-117.8531
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,73962,Stanton,orange,6059,Southern California,14,149,38000,3.921052632,3.291451342,4.550653921,0.321225148,8.192319205,5,0.74,14APR13:11:23:30,,33.7879,-117.8531
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,77126,Sunset Beach CDP,orange,6059,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.7879,-117.8531
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,80854,Tustin,orange,6059,Southern California,14,155,69718,2.223242204,1.873234987,2.573249422,0.178575111,8.032193289,7,0.42,14APR13:11:23:30,,33.7879,-117.8531
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,82744,Villa Park,orange,6059,Southern California,14,4,6080,0.657894737,0.013157895,1.302631579,0.328947368,50,10,0.12,14APR13:11:23:30,,33.7879,-117.8531
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,84550,Westminster,orange,6059,Southern California,14,314,90329,3.476181514,3.091683861,3.860679167,0.196172272,5.64332648,6,0.65,14APR13:11:23:30,,33.7879,-117.8531
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,86832,Yorba Linda,orange,6059,Southern California,14,51,65057,0.78392794,0.568775079,0.999080802,0.109771868,14.00280084,10,0.15,14APR13:11:23:30,,33.7879,-117.8531
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,1276,Alta CDP,placer,6061,Sacramento Area,8,,,,,,,,,,14APR13:11:23:30,,39.0916,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,3204,Auburn,placer,6061,Sacramento Area,8,65,13028,4.989253915,3.776325976,6.202181853,0.618840785,12.40347346,4,0.94,14APR13:11:23:30,,39.0916,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,11418,Carnelian Bay CDP,placer,6061,Sacramento Area,8,,,,,,,,,,14APR13:11:23:30,,39.0916,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,14498,Colfax city,placer,6061,Sacramento Area,8,,,,,,,,,,14APR13:11:23:30,,39.0916,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,19455,Dollar Point CDP,placer,6061,Sacramento Area,8,,,,,,,,,,14APR13:11:23:30,,39.0916,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,20298,Dutch Flat CDP,placer,6061,Sacramento Area,8,,,,,,,,,,14APR13:11:23:30,,39.0916,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,24834,Foresthill CDP,placer,6061,Sacramento Area,8,,,,,,,,,,14APR13:11:23:30,,39.0916,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,30693,Granite Bay CDP,placer,6061,Sacramento Area,8,,,,,,,,,,14APR13:11:23:30,,39.0916,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,38548,Kings Beach CDP,placer,6061,Sacramento Area,8,,,,,,,,,,14APR13:11:23:30,,39.0916,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,41474,Lincoln,placer,6061,Sacramento Area,8,57,33099,1.722106408,1.275033219,2.169179597,0.228098566,13.24532357,8,0.32,14APR13:11:23:30,,39.0916,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,43140,Loomis town,placer,6061,Sacramento Area,8,,,,,,,,,,14APR13:11:23:30,,39.0916,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,46632,Meadow Vista CDP,placer,6061,Sacramento Area,8,,,,,,,,,,14APR13:11:23:30,,39.0916,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,51000,Newcastle CDP,placer,6061,Sacramento Area,8,,,,,,,,,,14APR13:11:23:30,,39.0916,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,51637,North Auburn CDP,placer,6061,Sacramento Area,8,,,,,,,,,,14APR13:11:23:30,,39.0916,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,56546,Penryn CDP,placer,6061,Sacramento Area,8,,,,,,,,,,14APR13:11:23:30,,39.0916,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,62364,Rocklin,placer,6061,Sacramento Area,8,74,50073,1.47784235,1.14112281,1.81456189,0.171795684,11.62476387,9,0.28,14APR13:11:23:30,,39.0916,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,62938,Roseville,placer,6061,Sacramento Area,8,378,106894,3.536213445,3.179722386,3.892704505,0.181883194,5.143444999,6,0.66,14APR13:11:23:30,,39.0916,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,71414,Sheridan CDP,placer,6061,Sacramento Area,8,,,,,,,,,,14APR13:11:23:30,,39.0916,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,76015,Sunnyside-Tahoe City CDP,placer,6061,Sacramento Area,8,,,,,,,,,,14APR13:11:23:30,,39.0916,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,77700,Tahoe Vista CDP,placer,6061,Sacramento Area,8,,,,,,,,,,14APR13:11:23:30,,39.0916,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,1094,Almanor CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,4772,Beckwourth CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,4856,Belden CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,6994,Blairsden CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,8744,Bucks Lake CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,10914,Canyondam CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,11166,Caribou CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,12930,Chester CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,13077,Chilcoot-Vinton CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,14106,Clio CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,17050,Crescent Mills CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,17267,C-Road CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,17288,Cromberg CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,18485,Delleker CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,21026,East Quincy CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,21138,East Shore CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,30339,Gold Mountain CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,30560,Graeagle CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,31029,Greenhorn CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,31162,Greenville CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,31883,Hamilton Branch CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,36364,Indian Falls CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,36735,Iron Horse CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,37512,Johnsville CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,37904,Keddie CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,40312,La Porte CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,39411,Lake Almanor Country Club CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,39420,Lake Almanor Peninsula CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,39425,Lake Almanor West CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,39483,Lake Davis CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,41789,Little Grass Valley CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,44672,Mabie CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,46618,Meadow Valley CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,48448,Mohawk Vista CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,56182,Paxton CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,57828,Plumas Eureka CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,58352,Portola city,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,58618,Prattville CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,59080,Quincy CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,73654,Spring Garden CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,75168,Storrie CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,78008,Taylorsville CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,78792,Tobin CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,80952,Twain CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,81869,Valley Ranch CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,83494,Warner Valley CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,85086,Whitehawk CDP,plumas,6063,Northeast Sierra,6,,,,,,,,,,14APR13:11:23:30,,39.9927,-120.8039
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,464,Aguanga CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,2294,Anza CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,3820,Banning,riverside,6065,Southern California,14,203,29572,6.86460165,5.920272507,7.808930793,0.481800583,7.018624063,2,1.29,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,4758,Beaumont,riverside,6065,Southern California,14,91,20715,4.392951967,3.49035924,5.295544695,0.460506494,10.48284837,4,0.83,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,6028,Bermuda Dunes CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,7218,Blythe,riverside,6065,Southern California,14,127,22329,5.687670742,4.698460377,6.676881107,0.504699166,8.873565094,3,1.07,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,9360,Cabazon CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,9864,Calimesa,riverside,6065,Southern California,14,22,7558,2.910822969,1.694467466,4.127178472,0.620589542,21.32007164,6,0.55,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,10928,Canyon Lake,riverside,6065,Southern California,14,18,11389,1.580472386,0.850331395,2.310613377,0.372520914,23.57022604,9,0.3,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,12048,Cathedral City,riverside,6065,Southern California,14,233,52179,4.465397957,3.892023581,5.038772333,0.292537947,6.551217821,4,0.84,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,12916,Cherry Valley CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,14260,Coachella,riverside,6065,Southern California,14,255,32724,7.792445911,6.836001404,8.748890419,0.487981892,6.262242911,2,1.46,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,16350,Corona,riverside,6065,Southern California,14,328,150732,2.176047555,1.940549387,2.411545722,0.120152126,5.521576304,7,0.41,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,16420,Coronita CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,17204,Crestmore Heights CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,18982,Desert Center CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,18986,Desert Edge CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,18996,Desert Hot Springs,riverside,6065,Southern California,14,297,20677,14.36378585,12.73018192,15.99738977,0.83347139,5.802588532,1,2.7,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,19022,Desert Palms CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,20697,East Hemet CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,21230,Eastvale CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,21810,El Cerrito CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,22457,El Sobrante CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,26067,French Valley CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,29112,Garnet CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,29644,Glen Avon CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,30410,Good Hope CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,30944,Green Acres CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,33182,Hemet,riverside,6065,Southern California,14,520,68676,7.571786359,6.920978556,8.222594162,0.332044797,4.385290097,2,1.42,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,33574,Highgrove CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,34302,Home Gardens CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,34316,Homeland CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,36203,Idyllwild-Pine Cove CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,36434,Indian Wells,riverside,6065,Southern California,14,5,4977,1.004621258,0.1240319,1.885210616,0.449280285,44.72135955,9,0.19,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,36448,Indio,riverside,6065,Southern California,14,385,71177,5.409050677,4.868736009,5.949365344,0.275670749,5.096471914,3,1.02,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,36452,Indio Hills CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,40354,La Quinta,riverside,6065,Southern California,14,101,38576,2.618208212,2.107586162,3.128830263,0.260521454,9.950371902,7,0.49,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,39486,Lake Elsinore,riverside,6065,Southern California,14,201,39612,5.074219933,4.372720492,5.775719375,0.357907878,7.053456159,4,0.95,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,39645,Lake Mathews CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,39715,Lake Riverside CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,39598,Lakeland Village CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,39836,Lakeview CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,45680,March ARB CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,46646,Mead Valley CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,46520,Meadowbrook CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,46660,Mecca CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,46842,Menifee,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,47066,Mesa Verde CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,47976,Mira Loma CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,49270,Moreno Valley,riverside,6065,Southern California,14,968,179973,5.378584566,5.039751025,5.717418106,0.172874255,3.214121733,3,1.01,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,49544,Mountain Center CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,50076,Murrieta,riverside,6065,Southern California,14,113,83523,1.352920752,1.103467479,1.602374026,0.127272079,9.407208684,9,0.25,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,51560,Norco,riverside,6065,Southern California,14,78,27203,2.867330809,2.230994696,3.503666923,0.324661282,11.32277034,7,0.54,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,52302,North Shore CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,52624,Nuevo CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,53224,Oasis CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,55184,Palm Desert,riverside,6065,Southern California,14,169,47482,3.559243503,3.022619098,4.095867908,0.273787962,7.692307692,5,0.67,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,55254,Palm Springs,riverside,6065,Southern California,14,305,47506,6.420241654,5.699702597,7.14078071,0.367621968,5.725983343,2,1.21,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,56350,Pedley CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,56700,Perris,riverside,6065,Southern California,14,389,46082,8.441473894,7.602594451,9.280353338,0.427999716,5.070201266,1,1.59,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,59500,Rancho Mirage,riverside,6065,Southern California,14,27,16663,1.620356478,1.009154489,2.231558468,0.31183775,19.24500897,9,0.3,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,61012,Ripley CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,62000,Riverside,riverside,6065,Southern California,14,2014,292698,6.880812305,6.580297377,7.181327232,0.153323943,2.228282589,2,1.29,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,62756,Romoland CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,63260,Rubidoux CDP,riverside,6065,Southern California,14,,,,,,,,,,14APR13:11:23:30,,33.9806,-117.3755
752,Number of Violent Crimes per 1000 Population,2006,9,Total,PL,67112,San Jacinto,riverside,6065,Southern California,14,127,30525,4.160524161,3.436917994,4.884130327,0.36918682,8.873565094,5,0.78,14APR13:11:23:30,,33.9806,-117.3755
